frame,time_sec,p_now_ch1,p_now_ch2,p_future_ch1,p_future_ch2,vad_ch1,vad_ch2
270,13.500000,0.992137969,0.007856375,0.952027917,0.047964990,0.546288431,0.197375208
271,13.550000,0.993964612,0.006030178,0.940890193,0.059103344,0.842871428,0.197997302
272,13.600000,0.994117379,0.005877167,0.934784889,0.065208212,0.823931336,0.193601727
273,13.650000,0.994446039,0.005548470,0.937733114,0.062259946,0.848422766,0.201849639
274,13.700000,0.993008077,0.006986158,0.934067070,0.065925695,0.811963558,0.207302481
275,13.750000,0.990465701,0.009527368,0.938934028,0.061058544,0.745583773,0.192676693
276,13.800000,0.991845846,0.008147329,0.953582466,0.046410102,0.716256618,0.177337557
277,13.850000,0.989203274,0.010787997,0.961674750,0.038317677,0.683755636,0.195152879
278,13.900000,0.977202535,0.022785194,0.959305227,0.040686935,0.591833770,0.236788273
279,13.950000,0.975971460,0.024015456,0.957956791,0.042035285,0.538346410,0.213733196
280,14.000000,0.984486222,0.015505730,0.942600250,0.057392098,0.502073169,0.236151129
281,14.050000,0.993263543,0.006730859,0.929665387,0.070327364,0.631391883,0.237386405
282,14.100000,0.993905127,0.006089429,0.905187726,0.094805069,0.717084408,0.234239757
283,14.150000,0.994022906,0.005971740,0.885751247,0.114241585,0.759626746,0.205277950
284,14.200000,0.993808448,0.006186127,0.877678275,0.122314408,0.796628475,0.189321667
285,14.250000,0.994747996,0.005246719,0.876012504,0.123980187,0.791096091,0.205318302
286,14.300000,0.995885253,0.004109587,0.903369308,0.096624084,0.778330088,0.208161354
287,14.350000,0.995552659,0.004442190,0.895447195,0.104546122,0.740130842,0.204233468
288,14.400000,0.994209230,0.005785594,0.874736249,0.125257060,0.756653607,0.193682551
289,14.450000,0.994214416,0.005780310,0.869354963,0.130638406,0.765659809,0.202366203
290,14.500000,0.991836369,0.008158209,0.811428368,0.188564554,0.689038396,0.195517242
291,14.550000,0.986707628,0.013286703,0.732460737,0.267531574,0.661946476,0.220548600
292,14.600000,0.986877680,0.013116727,0.766453564,0.233538985,0.660182118,0.226724118
293,14.650000,0.986949861,0.013044694,0.823702931,0.176290035,0.705623269,0.230562031
294,14.700000,0.987650394,0.012344259,0.843612969,0.156380281,0.744218826,0.209323347
295,14.750000,0.988277435,0.011717197,0.863662660,0.136330843,0.718201518,0.220095634
296,14.800000,0.990534782,0.009459927,0.870837271,0.129156113,0.701801300,0.205693811
297,14.850000,0.990730345,0.009264380,0.854943693,0.145049751,0.760173202,0.191134542
298,14.900000,0.986873865,0.013120770,0.815251410,0.184741899,0.716934144,0.201980144
299,14.950000,0.980362654,0.019631725,0.749708831,0.250283837,0.642085552,0.200504124
300,15.000000,0.965561390,0.034432609,0.653407395,0.346584827,0.582982421,0.217391789
301,15.050000,0.949134290,0.050859269,0.567689776,0.432302624,0.626599431,0.193733484
302,15.100000,0.933413625,0.066579267,0.503363848,0.496628821,0.634187460,0.204504371
303,15.150000,0.936817288,0.063175678,0.508404374,0.491588265,0.601265848,0.193252116
304,15.200000,0.920934141,0.079058558,0.492916673,0.507075787,0.611522079,0.194632828
305,15.250000,0.915976405,0.084016256,0.519367337,0.480625063,0.640426457,0.204431146
306,15.300000,0.899659514,0.100332521,0.529619455,0.470372736,0.555391133,0.215381563
307,15.350000,0.887021482,0.112970285,0.548793912,0.451198488,0.524139464,0.221197337
308,15.400000,0.859412849,0.140579611,0.459231198,0.540761650,0.677878320,0.207605541
309,15.450000,0.786012173,0.213980138,0.370176047,0.629816949,0.750472009,0.194429219
310,15.500000,0.564255476,0.435731858,0.334477693,0.665514946,0.693944693,0.200355500
311,15.550000,0.529499352,0.470488816,0.368259460,0.631733358,0.690214515,0.212868661
312,15.600000,0.418819040,0.581166267,0.363284439,0.636708081,0.618807495,0.223284096
313,15.650000,0.373469174,0.626514733,0.373740345,0.626251936,0.502065420,0.222507983
314,15.700000,0.308391869,0.691592813,0.383667529,0.616324604,0.337362647,0.217469841
315,15.750000,0.282208443,0.717775702,0.400112569,0.599879444,0.239302576,0.198082149
316,15.800000,0.322410017,0.677575409,0.457084566,0.542907536,0.205768257,0.197635621
317,15.850000,0.291109413,0.708875418,0.450576246,0.549415588,0.224625379,0.229072124
318,15.900000,0.278129488,0.721856892,0.454044938,0.545946896,0.211833537,0.227964789
